License Number;Entity Name;Camis Trade Name;Address Bldg;Address Street Name;Address Location;Address City
1165270;JIANG'SLAUNDROMAT, INC;;1115;FULTON STREET;;BROOKYN
1166871;AN HUA, INC.;;6322;20TH AVENUE;;BROOKLYN
1170695;ELEGANT CLEANERS & SHIRT LAUNDRY INC;;1579;CONEY ISLAND AVENUE;;BROOKLYN
1171204;EXCELLENT LAUNDRY & DRYCLEANER, INC;;412;EAST 64 STREET;;NEW YORK
1180524;J & I LAUNDROMATS INC;;3007;AVENUE J;;BROOKLYN
1180841;CHONG, LIAN WAH;ONE STOP DO ALL ENTERPRISE;318;EAST 70TH STREET;;NEW YORK
1180896;CHOW'S LAUNDRY INC.;;33-13;BROADWAY;;QUEENS
1183417;SUPER PLAN ASSOCIATE INC.;;754B;ST NICHOLAS AVENUE;;NEW YORK
1183945;CIAMPA JAMAICA LLC.;;90-05; 161 STREET;;JAMAICA
1184840;LIZ LAUNDROMAT CORP;;73-12;AUSTIN STREET;;FOREST HILLS
1185724;PARK, DU KYU;DK LAUNDROMAT;715;4 AVENUE;;BROOKLYN
1185796;LALO C & K LAUNDROMAT;;971;COLUMBUS AVENUE;;NEW YORK
1186937;KAVREN LAUNDROMAT INC.;;370;CRESCENT STREET;;BROOKLYN
1189656;XL LAUNDROMAT, INC.;;27-20;30 AVENUE;;ASTORIA
1191248;K & I LLC;;4113;   8 AVENUE;;BROOKLYN
1066111;HUANG & PAUL LAUNDROMAT INC;;43-20;  25 AVENUE;;ASTORIA
1068831;JILLYBABY LAUNDROMAT, INC.;;512;EAST   14 STREET;;NEW YORK
1078585;LORETHA, JOANNE,J.;PARADISE LAUNDROMAT;65-06;CENTRAL AVENUE;;QUEENS
1081650;CORONA RIGHT WASH CORPORATION;;37-53; 103 STREET;;QUEENS
1094384;TRIPLE 8 LAUNDROMAT, INC.;;1437;CONEY ISLAND AVENUE;;BROOKLYN
1094595;MAXWIL CORP.;;182;DEKALB AVENUE;;BROOKLYN
1097996;158TH STREET & BROADWAY LAUNDROMAT, INC;;3802;BROADWAY;;NEW YORK
1099575;NEW ELEGANT LAUNDROMAT INC.;;06/Apr;EAST  199 STREET;;BRONX
1100726;8TH AVENUE LAUNDROMAT INC;;4309;   8 AVENUE;;BROOKLYN
1100848;A.S.P.D. CORP;SUDSY BUBBLES;371;MANOR ROAD;;STATEN ISLAND
1100935;SAMANTHA LAUNDRY, CORP;;108-57;GUY R BREWER BOULEVARD;;JAMAICA
1115160;NEW TOWN LAUNDROMAT OF NY, INC.;;28-37;  31 STREET;;LONG ISLND CITY
1121341;OLYMPIC LAUNDROMAT SERVICES, INC;;21-06;NEWTON AVENUE;;ASTORIA
1128897;NEW BROADWAY LAUNDROMAT, INC;;81-15;BROADWAY;;QUEENS
1130938;CRYSTAL LAUNDROMAT, INC;;34-20;UNION STREET;;FLUSHING
1134181;MR. BUBBLES LAUNDROMAT INC.;;95-04;  35 AVENUE;;JACKSON HEIGHTS
1139048;OCEANWAVE LAUNDROMAT INC;;89-08;NORTHERN BOULEVARD;;QUEENS
1144711;COTTON WHITE LAUNDROMAT INC;;256;WEST   15 STREET;;NEW YORK
1146376;TONG YING ZHENG / RUIPING YANG;HONG KONG WASH & DRY;102-57;JAMAICA AVENUE;;RICHMOND HILL
1148716;LAUNDRY BASKET OF FIRST AVENUE, LLC;;2295;   1 AVENUE;;NEW YORK
1157793;S.B.C. LAUNDROMAT, INC.;;489;ROCKAWAY AVENUE;;BROOKLYN
1157839;ARIRANG CLEANERS, INC.;;172;EAST   61 STREET;;NEW YORK
1158252;ANDY & NIKI LAUNDROMAT, INC;;1523;AVENUE U;;BROOKLYN
1158381;OCEANSIDE GOLD CROWN INC;THE KLEEN MACHINE LAUNDROMAT;309;   5 AVENUE;;NEW YORK
1158449;CLASSIC LAUNDRY CENTER MORRIS, INC.;;1037;MORRIS AVENUE;;BRONX
1159044;MEADOW LAUNDROMAT INC.;;156-01;  45 AVENUE;;FLUSHING
1159266;SUPER LAUNDRY OF OGDEN INC;;96;WEST  162 STREET;;BRONX
1160899;659 ESSEX LAUNDRY LTD;;659;ESSEX STREET;;BROOKLYN
1161620;HEW, CHONG MEN;SAM HOP LAUNDRY;251;WEST   91 STREET;;NEW YORK
1163609;ODUGBEMI, MODUPE B;MOFET LAUNDROMAT SERVICES;1231;PUGSLEY AVENUE;;BRONX
1164046;SO FRESH & SO CLEAN INC.;;874A;MORRIS PARK AVENUE;;BRONX
1165204;ALPINE CLEANERS INC;;25A;SAINT JAMES PLACE;;NEW YORK
1166853;QUISQUEYA LAUNDROMAT CORP;;2338;AMSTERDAM AVENUE;;NEW YORK
1171374;PARK, YEAR S;REGO PARK LAUNDRY CENTER;97-21;64TH ROAD;;REGO PARK
1172697;BLUE WHITE LAUNDROMAT INC;;1015;OGDEN AVENUE;;BRONX
1175606;CHAU, WING KIT;NEW BELLROSE LAUNDROMAT;4002;CHURCH AVE;;BROOKLYN
1175960;WASH & SCRUB LAUNDRY INC.;;465;LENOX AVENUE;;NEW YORK
1178402;CAISIMU CORP;EMERALD VALLEY DRY CLEANERS;206;WEST  238 STREET;;BRONX
1181860;HURTADO, LUIS C;LAUNDRY MASTER;21;E 175TH ST;;BRONX
1185041;BUBBLY CLEAN LAUNDROMAT INC;;8612;BAY PARKWAY;;BROOKLYN
1187181;M&M LAUNDROMAT, INC;;97-03;JAMAICA AVENUE;;WOODHAVEN
1188637;BACCHUS, MOHINI ISHACK;BACCHUS LAUNDROMAT;136-36;HOOKCREEK BOULEVARD;;ROSEDALE
1189600;WHANG, EUN-AEH;EVERGREEN LAUNDRY;245-08;HORACE HARDING BOULEVARD;;LITTLE NECK
1190182;BIG B&B LAUNDROMAT, INC.;;77;RICHMOND HILL ROAD;;STATEN ISLAND
1203091;GREAT WALL LAUNDRY & CLEANING, INC.;;200;WEST 14TH STREET;;NEW YORK
1203677;MARINE PARK LAUNDROMAT INC;;3834;FLATLANDS AVENUE;;BROOKLYN
1206283;COSMOS LAUNDROMAT INC;;1240;EDWARD L GRANT HIGHWAY;;BRONX
1208147;5705 LAUNDROMAT INC.;;5705;7TH AVENUE;;BROOKLYN
1212161;2439 LTD.;AC SPARKLE SPOT;2439;CRESTON AVENUE;;BRONX
1213068;PLAN 452 SPIN & SPAN INC.;;452;9 AVENUE;;NEW YORK
1214430;HAM, SOOK JA;HAPPY & BRIGHT LAUNDROMAT;471;   5 AVENUE;;BROOKLYN
1215810;GERMAN, CRISTINA V;1683 MACOMBS LAUNDROMAT;1683;MACOMBS ROAD;;BRONX
1216814;COLORFUL LAKE INC.;;112-20;FARMERS BOULEVARD;;ST. ALBANS
206974;HUANG, KEH LIEH;;101;   7 AVENUE;;BROOKLYN
573980;LOU, QUAN TOR & LOU,KAREN;;115-16;ROCKAWAY BOULEVARD;;RICHMOND HILL
620851;ESPERANZA LAUNDROMAT INC;;4512;SKILLMAN AVE;;SUNNYSIDE
625886;BAY RIDGE LAUNDER CENTER INC;;7007;   3 AVENUE;;BROOKLYN
629918;WILLIAMS, FRANK;;205-15;LINDEN BOULEVARD;;ST ALBANS
699664;DANG, LONG GIANG;LONG GIANG DANG CO;168;ELIZABETH STREET;;NEW YORK
781274;S.A.B. COIN-OP. I, INC.;;8681 -83;  20 AVENUE;;BKLYN
789087;BRUSCO, MICHAEL;WEST 79TH ST LAUNDROMAT;218;WEST   79 STREET;;NEW YORK
805172;PAK LAUNDRY & PRESSING INC;;1194;NECK ROAD;;BROOKLYN
818212;85TH LAUNDROMAT INC;;251;WEST   85 STREET;;NEW YORK
830618;A-PLUS LAUNDROMAT CORP;;115-09;ATLANTIC AVENUE;;RICHMOND HILL
831450;DINNY'S LAUNDROMAT INC;;162-10;SOUTH ROAD;;JAMAICA
833279;LOUISMA ENTERPRISES INC;;413-415;REMSEN AVENUE;;BROOKLYN
837097;MR. D. LAUNDROMAT LTD;MR D'S LAUNDROMAT;23;BROAD STREET;;STATEN ISLAND
839096;MALCOM/HANCOCK      LAUNDRY INC;;656;HANCOCK STREET;;BROOKLYN
839755;JOHNSON, CASSEL J;C & I LAUNDERMAT;122-16;SUTPHIN BOULEVARD;;JAMAICA
851676;EVERGREEN 238/58 LAUNDRY & CLEANERS INC;CLEAN MORE;250;EAST   90 STREET;;NEW YORK
882291;WIEGAND, WILLIAM E;ULTRA CLEAN         LAUNDRY #2;269;EAST  198 STREET;;BRONX
882932;DUN-RITE LAUNDROMAT INC;;21-33;  31 AVENUE;;ASTORIA
883627;DUCE LAUNDROMAT INC;;267;DYCKMAN STREET;;NEW YORK
890285;VITALE, VINCEZO, VITALE, MARIA;CIRVIT LAUNDROMAT;638;EAST  183 STREET;638-640 E 183 ST;BRONX
894631;EVONIS INC;MASPETH DRY CLEANERS;69-27;GRAND AVENUE;;MASPETH
895136;PULLEY, JUNGNAM;CARESS DRY CLEANERS;208;EAST   73 STREET;;NEW YORK
895331;CHARLIE'S LAUNDROMAT& DRY CLEANERS CORP;;79-20;PARSONS BOULEVARD;;FLUSHING
896428;AYALA, MARIO;MARIO LAUNDROMA;37-89; 103 STREET;;QUEENS
898353;PLAZA CONTINENTAL CLEANERS INC C;;15;STATION SQUARE;15 & 17 STATION SQUARE;FOREST HILLS
905791;PRASINOS, DEMETRA;STAVROS LAUNDROMAT;516;GRANDVIEW AVENUE;;RIDGEWOOD
913939;METRO COMMUNITY LAUNDROMAT CORP;;561;METROPOLITAN AVENUE;;BROOKLYN
917623;MISR CLEANING CENTER CORPORATION;;1330;   5 AVENUE;;NEW YORK
924128;J & M CROCHERON LAUNDROMAT CORP;J & M CROCHERON LAUNDROMAT;169-14;CROCHERON AVENUE;;QUEENS
925883;POLANCO & SON LAUNDROMAT CORP;;944;AMSTERDAM AVENUE;;NEW YORK
926525;SPLISH-SPLASH INC;;145-08;LIBERTY AVENUE;;QUEENS
928503;YING HUA, TI CHEN;;224;LEXINGTON AVENUE;;NEW YORK
934626;CHAN, AI GUANG;CHAN'S LAUNDRONAT;3920;   5 AVENUE;;BROOKLYN
937582;LEE, DONG CHIN;9TH STREET LAUNDROMAT CLEANERS;334;   9 STREET;;BROOKLYN
947157;RAMSEWAK, CAMGRAJ;CRESCENT FAMILY LAUNDROMAT;2763;PITKIN AVENUE;ROOM 16;BROOKLYN
951783;KOST, JERRY M;SUSAN PLACE LAUNDROMAT;79;DRIGGS AVENUE;;BROOKLYN
953144;RAMOS, ISMAEL J;AROUND THE BLOCK LAUNDROMAT;1707;MELVILLE STREET;;BRONX
953425;LEUNG, SUEY HAR;BRIGHT LAUNDROMAT CLEANERS;51-16;SKILLMAN AVENUE;;WOODSIDE
965447;COINDET, RAMON;WASH & DRY;84-09;NORTHERN BOULEVARD;;QUEENS
969258;S H F F LAUNDRY INC;;530;GATES AVENUE;;BROOKLYN
971305;MICHEL, LUCIEN;SUZE LAUNDROMAT;469;VERMONT STREET;;BROOKLYN
976041;HA, YUNG SOO;MORRIS PARK LAUNDROMAT;1015;MORRIS PARK AVENUE;;BRONX
976470;WASH-TIME INC;;33-13;  36 AVENUE;;QUEENS
979377;112-09 ROCKAWAY BLVD LAUNDROMAT INC;;112-09;ROCKAWAY BOULEVARD;;OZONE PARK
979830;KING FOUNTAIN LAUNDROMAT INC;;84-09;   3 AVENUE;;BROOKLYN
981108;HEIGHTS DRY CLEANERS INC;;89-19;NORTHERN BOULEVARD;;JACKSON HGTS
981275;LA GUARDIA LAUNDRY MART CORP.;;23-42;  94 STREET;;EAST ELMHURST
983835;D & R MFG. CORP.;;61-25;SPRINGFIELD BOULEVARD;;QUEENS
988501;RAMSUNDAR,  BHOOJNAUTH;RIO BRAVO LAUNDERAMA;1612;AVENUE H;;BROOKLYN
996069;ONE NINETY SIXTH ST LLC;;92-06; 196 STREET;;HOLLIS
997339;CHO, MICHAEL H;M & S CLEANERS;292;PORT RICHMOND AVENUE;292-294;STATEN ISLAND
1022736;JEAN'S MANHATTAN CLEANERS & LAUNDROMAT, INC;;198;   9 AVENUE;;NEW YORK
1024035;WASH IT RIGHT LAUNDROMATS, INC;;352;SOUTH    1 STREET;;BROOKLYN
1024354;STAR WASH LAND INC;;2373;  86 STREET;;BROOKLYN
1025786;CITY BRITE CLEANER INC;;238;LAFAYETTE STREET;;NEW YORK
1029486;ALL AMERICAN LAUNDRY SERVICE, INC;BAY PARK CLEANERS;3182;WESTCHESTER AVENUE;;BRONX
1030194;M&I LAUNDROMAT CORP;;2540;LINDEN BOULEVARD;;BROOKLYN
1034083;SAPEG, JUAN J;SAINT LAWRENCE LAUNDROMAT;1295;ST LAWRENCE AVENUE;;BRONX
1034929;D & J LAUNDROMAT CORP;;1251;WESTCHESTER AVENUE;;BRONX
1058911;LAUNDRY MANIA LLC;;411;DITMAS AVENUE;;BROOKLYN
1059423;METRO COMMUNITY LAUNDROMAT CORP;;571;METROPOLITAN AVENUE;;BROOKLYN
1069142;LAUNDRY COLOSSEUM INC.;;2625;JEROME AVENUE;;BRONX
1078377;KIM, SANG H;QUALITY LAUNDROMAT;50-21;SKILLMAN AVENUE;;WOODSIDE
1082728;BROOKLYN'S BEST LAUNDROMAT INC;;7918;FLATLANDS AVENUE;;BROOKLYN
1092177;CITY SUPER LAUNDRY INC;;173;EAST    2 STREET;;NEW YORK
1094456;JIN XIU LAUNDRYMAT INC.;;89-43;ELMHURST AVENUE;;ELMHURST
1097265;PACIFIC LAUNDROMAT, INC.;;6719;  14 AVENUE;1ST FLOOR;BROOKLYN
1099338;A & P LAUNDROMAT, INC;;1474;ST PETERS AVENUE;;BRONX
1099862;LUCKY TWO CLEANERS INC;;335;   1 AVENUE;;NEW YORK
1102740;CLEAN RITE CENTER-621 4TH AVE LLC;;621;   4 AVENUE;;BROOKLYN
1107185;KIM, HANGYU;HAN'S LAUNDROMAT;18-43;COLLEGE POINT BOULEVARD;;QUEENS
1109142;SUDS & DUDS #2, INC;;162;UNION STREET;;BROOKLYN
1115540;NEW MODERN FRENCH CLEANERS INC.;;530;   2 AVENUE;;NEW YORK
1118516;TOOLSEE LAUNDROMAT CORP;;1527;WESTCHESTER AVENUE;;BRONX
1121967;CRYSTAL CLEAN HOUSE INC.;;109;EAST  116 STREET;;NEW YORK
1127797;SUPER STAR LAUNDROMAT, INC;;214;SCHENECTADY AVENUE;;BROOKLYN
1127928;BEST WASH LAUNDROMAT CORP.;;3901;NEW UTRECHT AVENUE;;BROOKLYN
1131335;BEST LAUNDROMAT INC.;;3642;BAILEY AVENUE;;BRONX
1133421;KIM, DONG C;AVALON LAUNDROMAT;8218;   5 AVENUE;;BROOKLYN
1137914;LANDI, MANUEL & LANDI, HILDA;M & H LAUNDROMAT;687;SENECA AVENUE;;RIDGEWOOD
1139018;185 LAUNDER CENTER CORP.;;71-10;  35 AVENUE;;QUEENS
1142089;H.F. LAUNDROMAT, INC.;;7523;  20 AVENUE;;BROOKLYN
1145599;JORGE'S LAUNDRY, INC.;;1645;AMSTERDAM AVENUE;;NEW YORK
1147722;WU, SHU SEN;TIP TOP LAUNDROMAT;370;RALPH AVENUE;;BROOKLYN
1147883;LAUNDRY CORNER, INC;;158;SOUTH AVENUE;;STATEN ISLAND
1149321;TEDDIMATTS, INC;;630;EAST  176 STREET;;BRONX
1153226;LEE, SUN, W;NEW 108 LAUNDROMAT;63-40; 108 STREET;;FOREST HILLS
1154904;NABI CLEANERS INC;;335;   2 AVENUE;;NEW YORK
1155951;CONCOURSE LAUNDROMAT CORP;;2569;GRAND CONCOURSE;;BRONX
1157251;LARBI, MARTIN;M'S J WALTON LAUNDROMAT;1295;WALTON AVENUE;;BRONX
1157753;MIDWAY CLEANERS, INC.;;560;   3 AVENUE;;NEW YORK
1158074;LI, SHI YUAN;SHI YUAN LAUNDRY;7021;  18 AVENUE;;BROOKLYN
1158990;CARROLL GARDENS WASH-N-DRY CORP;;425;COURT STREET;;BROOKLYN
1159028;D & P LAUNDROMAT INC.;;525;   9 AVENUE;;NEW YORK
1160267;YANG GUANG LAUNDROMAT, INC.;;30-94;  34 STREET;;ASTORIA
1163772;DIOS RESTAURA LAUNDROMAT INC;;671;PROSPECT AVENUE;;BRONX
1165546;ENC LAUNDROMAT INC;;98-14;  37 AVENUE;;CORONA
1168983;UPTOWN LAUNDROMAT, INC.;;2916;   8 AVENUE;;NEW YORK
1173314;DAI LE KANG LAUNDROMAT INC.;;3914;47 AVE;;SUNNYSIDE
1175210;RIDGEWOOD BUBBLES, CORP;;1039;SENECA AVENUE;;RIDGEWOOD
1181072;SHALUJA LAUNDRY CORP.;;145-30;LAKEWOOD AVENUE;;JAMAICA
1181571;CLEAN LAUNDRYLAND, INC.;;4027;WHITE PLAINS ROAD;;BRONX
1183276;PAN LAUNDROMAT INC.;;91-62;97TH STREET;;WOODHAVEN
1184081;PLAN 233 SPARK-WASH INC.;;233;   9 AVENUE;;NEW YORK
1186230;PARKWAY LAUNDRY, LLC;;2452;WILLIMSBRIDGE ROAD;;BRONX
1182142;3411 LAUNDRY CORP;;3411;AVENUE H;;BROOKLYN
1183166;JIANG, JIN XIA;STARS LAUNDROMAT;7202;3RD AVENUE;;BROOKLYN
1184167;NAN YANG LAUNDRY, INC;;32-63;FRANCIS LEWIS BOULEVARD;;QUEENS
1185317;LAUNDRY DEPOT OF N.Y. & N.J., INC.;;73;EMPIRE BOULEVARD;;BROOKLYN
1186789;KIM, KILJA;GREENPOINT LAUNDROMAT;39-15;GREENPOINT AVENUE;;QUEENS
1188218;1392 LAUNDROMAT LLC;;1392;ATLANTIC AVENUE;;BROOKLYN
1188406;NICO LAUNDROMAT CORP.;;988;EAST  163 STREET;;BRONX
1188615;LUO, SONG;;68-08;FRESH POND ROAD;;RIDGEWOOD
1188758;BANG, HYUN SOO;A & K HYUN CLEANERS;8302;3RD AVENUE;;BROOKLYN
1192088;9 KIT INC.;;43-07;GREENPOINT AVENUE;;SUNNYSIDE
1194969;WANG, JIAO OH & GAO, LIH SHIANG;GREEN POINT LAUNDROMAT;132;FRANKLIN STREET;;BROOKLYN
1196133;NEIGHBORHOOD LAUNDRY & DRY CLEANERS, INC.;;1746;FIRST AVENUE;;NEW YORK
1199403;VENUS LAUNDROMAT, L.L.C.;;7022;  13 AVENUE;;BROOKLYN
1202392;HEIGHTS DROP-OFF CENTER AND LAUNDROMAT INC;;6;COLUMBIA PLACE;;BROOKLYN
1202799;LUCKY COIN LAUNDROMAT, INC.;;323;MADISON STREET;;NEW YORK
1206206;BENSON LAUNDROMAT INC.;;770;GRAND STREET;;BROOKLYN
1208919;HAGHANEGI HASSAN, HAGHANEGI PAYAM & HAGHANEGI PEDRAM;P & P LAUNDROMAT;82;SOUTH    4 STREET;;BROOKLYN
1209969;NEW OVINGTON LAUNDROMAT CORP;;277;OVINGTON AVENUE;;BROOKLYN
1210003;K & K LAUNDROMAT INC;;5413;AVENUE N;;BROOKLYN
1210566;2J CORP;;3421;BOSTON ROAD;;BRONX
1211519;COSMO'S LAUNDERAMA, INC.;;121;FIRST AVENUE;;NEW YORK
1213854;R B MODERNA CORP.;BROOKLYN BUBBLES LAUNDROMAT;129;WILSON AVENUE;;BROOKLYN
1215293;UP ALL NIGHT LAUNDRY, INC.;;1965;AMSTERDAM AVENUE;;NEW YORK
1215676;GRANDBROOK ENTERPRISES, INC.;;655;SUTTER AVENUE;;BROOKLYN
1215848;J & M LAUNDROMAT LLC;;231;NEPTUNE AVENUE;;BROOKLYN
1216164;CLEAN CITY EASTCHESTER, LLC;;3501;BOSTON ROAD;;BRONX
1216220;SUPER LAUNDRYLAND INC.;;1263;WHITE PLAINS ROAD;;BRONX
1216804;FENG, PEI XIA;HING WONG LAUNDROMAT;783;CYPRESS AVENUE;;RIDGEWOOD
1217147;TORRES, FERNANDO DE JESUS;C & G LAUNDROMAT;224;SOUTH 3RD STREET;;BROOKLYN
1217748;VOA INC.;;112-20;FARMERS BOULEVARD;;ST. ALBANS
1218469;BETTY CONVENIENCE LAUNDROMAT, CORP.;;1051;BEDFORD AVENUE;;BROOKLYN
1219354;NO. 1 LAUNDROMAT INC.;;5921;   4 AVENUE;;BROOKLYN
1221131;3 STAR BRONX LAUNDROMAT, INC.;;680;MELROSE AVENUE;;BRONX
1224917;2001 PALMETTO, CORP;WASH & GLO LAUNDROMAT;2001;PALMETTO STREET;;RIDGEWOOD
1225084;3052 INC;;3052;KINGSBRIDGE AVENUE;;BRONX
1225270;MAGIC LAUNDRY SERVICES, INC.;;26-02/04;18 STREET;;ASTORIA
1225736;JIANG'S WASHBASKET INC;;92-04;JAMAICA AVENUE;;WOODHAVEN
1226141;ISABELLA LAUNDROMAT, INC;;2462;VALENTINE AVENUE;;BRONX
1226243;SUPER KINGDOM LAUNDROMAT INC;;266;WEST  135 STREET;;NEW YORK
1228246;YUN, ANNA KYONGIM;ANNA'S LAUNDROMAT;2467;EAST TREMONT AVENUE;;BRONX
1230165;BRUSTO, INC;THE LAUNDRY CENTER;262D;ARDEN AVENUE;;STATEN ISLAND
1230389;DENNIS LAUNDROMAT ENTERPRISES INC;;323;CITY ISLAND AVENUE;;BRONX
1230887;JSV LAUNDROMAT INC.;;1558;BATH AVENUE;;BROOKLYN
1232752;PECUNIA, ERIC;CLOTHESLINE LAUNDROMAT;23;GIFFORDS LANE;;STATEN ISLAND
1232877;DAE YOUNG LAUNDROMAT CORP.;;359;EAST  105 STREET;;NEW YORK
1233100;4 BROS. LAUNDRY INC.;;355;EAST  167 STREET;;BRONX
1237878;KING II LAUNDROMAT, INC;;4718;CHURCH AVENUE;;BROOKLYN
1239911;69-32 BRIGHT LAUNDROMAT CORP.;;69-32;MAIN STREET;;FLUSHING
1241602;BLUE STAR LAUNDROMAT INC.;;55;GUNTON PLACE;;STATEN ISLAND
1241805;TUNG LAUNDROMAT, INC;;69-19;FRESH POND ROAD;;RIDGEWOOD
1243583;ARAUJO, WIDALIN;ARAUJO LAUNDROMAT;3391;WHITE PLAINS ROAD;;BRONX
1243730;SPRING LAUNDROMAT OF NY, INC.;;1906;CHURCH AVENUE;;BROOKLYN
1244821;RUBY'S LAUNDROMAT LLC;;345;TOMPKINS AVENUE;;BROOKLYN
1159722;CROWN STAR, INC.;;884;FRANKLIN AVE;;BROOKLYN
1161422;LIU, XIU MEI;LUCKY LAUNDROMAT;248;KINGS HIGHWAY;;BROOKLYN
1162062;THOMPSON STREET LAUNDROMAT INC;;233;THOMPSON STREET;;NEW YORK
1164684;YANG, YOUNG S;PROFESSIONAL LAUNDROMAT OF N Y;34-07;CRESCENT STREET;;QUEENS
1166796;K & R LAUNDRIES, INC.;;87-04;ASTORIA BOULEVARD;;EAST ELMHURST
1168236;LAUNDRY DEPOT KNICKERBOCKER, LLC;;493;KNICKERBOCKER AVENUE;;BROOKLYN
1170069;SANCHEZ, FELIPE;S & P LAUNDROMAT;307;EAST  176 STREET;;BRONX
1175071;RESTO, MAGDA;GLENDALE LAUNDROMAT COMPANY;6739;CENTRAL AVE;;RIDGEWOOD
1175304;YANGTZE RIVER LAUNDROMAT, INC;;324;EAST    3 STREET;;NEW YORK
1177374;ZHAN, JIAN AI;A.J. SUNNY LAUNDROMAT;218;EAST   89 STREET;;NEW YORK
1180384;PNR LAUNDROMAT, INC;MR. MACHINE;147-03;UNION TURNPIKE;;FLUSHING
1180406;LIN, DE LONG;LIN'S LAUNDROMAT;1319;FOSTER AVENUE;;BROOKLYN
1182120;JANDAR, INC.;ULTRA BRIGHT LAUNDROMAT;2306;  86 STREET;;BROOKLYN
1182996;ZHENG, QI;QI LAUNDROMAT;143;TOMPKINS AVENUE;;BROOKLYN
1187936;CLASSIC LAUNDRY 145 LLC;;268-270;W 145TH ST;;NEW YORK
1187997;DYNAMO PIN AN, INC;;610;NOSTRAND AVENUE;;BROOKLYN
1188021;2099 LAUNDROMAT INC;;47-14;   7 AVENUE;;BROOKLYN
1188155;KIM'S NY LAUNDROMAT, INC;;208;AVENUE A;;NEW YORK
1189766;CUEVAS, PATRICIO;MORRIS HTS LAUNDROMAT;1669;GRAND AVENUE;;BRONX
1189987;CHEN, FEI;NEW VANDERBILT LAUNDROMAT;630;VANDERBILT AVENUE;;BROOKLYN
1190022;KWIK LAUNDROMAT, INC.;;33-34;21 STREET;;LONG ISLND CITY
1198273;MENESES ENTERPRISES, LTD;HILL LAUNDROMAT;202-23B;HILLSIDE AVENUE;;QUEENS
1202280;SUPERWASH 86, INC.;;2432;86 STREET;;BROOKLYN
1204037;INTERBORO LAUNDROMAT, CORP;;661;CENTRAL AVENUE;;BROOKLYN
1210268;ZHENG, YU-JING;NEW HAPPY LAUNDROMAT;5106;AVENUE N;;BROOKLYN
1212348;MERMAID LAUNDROMAT INC.;;24;CHARLES STREET;;NEW YORK
1213129;MS BUBBLE LAUNDRY INC.;;1440;AMSTERDAM AVENUE;;NEW YORK
1213700;LAM'S LAUNDROMAT, INC.;;67-05A;AUSTIN STREET;;FOREST HILLS
1214219;ARBA MANAGEMENT GROUP, INC;DOUBLE BUBBLE LAUNDROMAT;2928;AVENUE P;;BROOKLYN
1215364;JENNIFER DRY CLEANER, INC.;;181-04;UNION TURNPIKE;;FLUSHING
1215942;MEYO, RODOLFO;MEYO'S DRY CLEANERS;1121;ASTOR AVENUE;;BRONX
1216338;GERMAN, CRISTINA V;FRIENDLY LAUNDROMAT;1705A;UNIVERSITY AVENUE;;BRONX
1217055;SUNNY BRIGHT CLEANERS INC;SUNNY BRITE CLEANERS;65-02;FRESH MEADOWS LANE;;FRESH MEADOWS
1217579;IRMAS ASSOCIATES LLC;;666;EAST  233 STREET;;BRONX
1218435;RITE WASH INC;;281-289;CROWN STREET;;BROOKLYN
1219365;BRIGHT LAUNDRY LAND CORP.;;108;STANTON STREET;;NEW YORK
1219745;STOP ONLY LAUNDROMAT INC.;;228;BAY RIDGE AVENUE;;BROOKLYN
1222991;MATA, RAFAEL;SOL Y LUNA LAUNDROMAT;642;MELROSE AVENUE;;BRONX
1223683;SILVER LAUNDROMAT, INC.;;1520;SILVER STREET;;BRONX
1226031;CHOW, OI FONG;NEW BRITE LAUNDROMAT;43-08;34TH AVE;;LONGISLANDCITY
1226131;W.X. LAUNDROMAT INC.;;90-43; 149 STREET;;JAMAICA
1226497;MRJ MOSHOLU LAUNDRY, INC.;;7;WEST MOSHOLU PARKWAY NORTH;;BRONX
1234582;140 GREEN LAUNDROMAT, INC;;140;HAMILTON PLACE;;NEW YORK
1234597;N.C.M. LAUNDRY CORPORATION;;76-12;LIBERTY AVENUE;;OZONE PARK
1235727;SUDSMASTER CORP;;3202;LAYTON AVENUE;;BRONX
1236716;109-10 LAUNDRY CORP;EXPRESS 1 LAUNDROMAT;109-10;NORTHERN BOULEVARD;;CORONA
1236746;KE IMMACULATE LAUNDRY INC.;;271;SHERMAN AVENUE;;NEW YORK
1237927;CLEAN RITE CENTERS-FARMERS/I 2005, LLC;CITY LAUNDRY;127-02;FARMERS BOULEVARD;;SPRINFIELD GRDS
1240014;URBAN LAUNDROMAT, INC;;37-05; 108 STREET;;QUEENS
1243349;MARLENE'S LAUNDROMAT AND DRY CLEANING SERVICES CORP.;;84-02;  91 AVENUE;;WOODHAVEN
1244026;BROAD LAUNDRY CORP;;3181;WEBSTER AVENUE;;BRONX
1244531;CHENS LAUNDROMAT INC;;32;ROCKAWAY AVENUE;;BROOKLYN
1246846;SPRING LAUNDROMAT, INC;;47-06;  47 AVENUE;;WOODSIDE
1173648;BARRERA, GLADYS;PEARLS LAUNDROMAT;162;CRESCENT ST;;BROOKLYN
1184978;EMPIRE LAUNDROMAT USA INC;;109-03;LIBERTY AVENUE;;S RICHMOND HILL
1185075;W & G LAUNDROMAT & DRY CLEANERS, INC.;63RD DRIVE LAUNDROMAT & DRY CLEANERS;96-08;63RD DRIVE;;REGO PARK
