License Number;Entity Name;Camis Trade Name;Address Bldg;Address Street Name;Address Location;Address City
1298026;SUPER WOODSIDE LAUNDROMAT NY INC;;48-03;  69 STREET;;WOODSIDE
1299293;TPS LAUNDROMAT INC;;32-02;  34 AVENUE;;QUEENS
1303022;LILY LAUNDROMAT INC;;68-34;MYRTLE AVENUE;;RIDGEWOOD
1303140;ALJON I INC.;WEBSTER LAUNDROMAT;3150;WEBSTER AVENUE;;BRONX
1303982;MATEUS, JULIO M;JAE LAUNDROMAT;590;SENECA AVENUE;;RIDGEWOOD
1304031;BUBBLES LAUNDROMAT INC;;203A;SCHENECTADY AVENUE;;BROOKLYN
1305307;CIAMPA CRESCENT LLC;;41-34;CRESCENT STREET;;LONG ISLND CITY
1305386;R & C 529 LLC;;529;HUDSON STREET;;NEW YORK
1305600;FOREMOST LAUNDROMAT INC.;;80-05;NORTHERN BOULEVARD;;QUEENS
1306219;JIN LEI LAUNDROMAT INC;;2027;STILLWELL AVENUE;;BROOKLYN
1309597;FENG HUA LAUNDROMAT INC.;;314;MCDONALD AVENUE;;BROOKLYN
1310011;MERRICK LAUNDROMAT, LLC;;22017;MERRICK BLVD;;LAURELTON
1310599;NEW TEAM CLEANERS INC;;44;AVENUE B;;NEW YORK
1310647;BROADWAY SUPER WASH CORP.;;1628;BROADWAY;;BROOKLYN
1311601;JARVIS, ANNE-MARIE;SOAPY SUDS;11;LOTT PLACE;;BROOKLYN
1314742;NY YOUME CLEANERS INC;;210;EAST   87 STREET;;NEW YORK
1315692;7TH AVENUE LAUNDRY, INC.;;491;7TH AVENUE;;BROOKLYN
1315861;SUNSHINE FRENCH CLEANER, INC;;1566;RICHMOND ROAD;;STATEN ISLAND
1320524;LIBERTY AVE. LAUNDROMAT, INC.;;115-24;LIBERTY AVENUE;;S.RICHMOND HILL
1323123;TAVERAS LAUNDROMAT CORP.;;4215;111  ST;;CORONA
1324234;A & J QUALITY CLEANERS CORP;;212;MCGUINNESS BOULEVARD;;BROOKLYN
1327664;JNL LAUNDROMAT CORP;CASTLE HILL LAUNDRY STATION;1006;CASTLE HILL AVENUE;AKA 1016-1012 CASTLE HILL AVE.;BRONX
1328891;LIKEY LAUNDROMAT INC;;8015;  20 AVENUE;;BROOKLYN
1328959;NEW GOOD DAY LAUNDROMAT INC;;6214A;  11 AVENUE;;BROOKLYN
1329662;L & IAN LAUNDROMAT INC;;62;BEDFORD STREET;;NEW YORK
1329997;K.J.M. FAMOUS CLEANERS CORP;;27-05;  23 AVENUE;;ASTORIA
1331480;BUSHWICK WAH KEE INC;;584;BUSHWICK AVENUE;;BROOKLYN
1336589;CHEN, SHARON X;ANXIN SHIRT LAUNDRY CENTER;7719;   5 AVENUE;;BROOKLYN
1337443;NEW CENTURY LAUNDROMAT INC;;1110;PENNSYLVANIA AVENUE;STORE # 13;BROOKLYN
1337841;NEW KINGS LAUNDROMAT INC;KINGS LAUNDROMAT;4824;CHURCH AVENUE;;BROOKLYN
1339233;HAPPY RAINBOW LAUNDROMAT INC;;37-65;  88 STREET;;JACKSON HEIGHTS
1339408;DREAM CLEAN LAUNDROMAT 2 CORP;;551;HENRY STREET;;BROOKLYN
1340469;81 FAMILY LAUNDROMAT CORP;;81;ELDRIDGE STREET;;NEW YORK
1247418;CLEAN RITE CENTERS-1968 JEROME AVE., LLC;;1968;JEROME AVENUE;;BRONX
1247743;STATEN ISLAND TOP CLEAN LAUNDROMAT, INC;;5;WALKER STREET;;STATEN ISLAND
1250078;149 A & M LAUNDROMAT INC.;;149;HAVEMEYER STREET;;BROOKLYN
1250416;ZAYMI LAUNDROMAT CORP.;;1719;ZEREGA AVENUE;;BRONX
1253353;KEYTEX NEW YORK INC;;586;CONEY ISLAND AVENUE;;BROOKLYN
1255436;HP TRIO LAUNDROMAT INC;;25-45;STEINWAY STREET;;LONG ISLAND CTY
1257130;95 SUPER CLEAN LAUNDRY INC.;;313;EAST   95 STREET;;NEW YORK
1257856;LEE, YOUNG SIM;YS  LAUNDROMAT;69-17;MYRTLE AVENUE;;QUEENS
1261710;MORONTA, NICOLAS;KENESSY LAUNDROMAT;1000;HOE AVENUE;;BRONX
1262980;ALEX'S 33RD STREET LAUNDROMAT INC.;;898;   4 AVENUE;;BROOKLYN
1264094;CHENG XIN NY INC;;295;MYRTLE AVENUE;;BROOKLYN
1268459;YONG LE TAN INC;;299;BROADWAY;;BROOKLYN
1268510;768 SUN & MOON LAUNDROMAT INC.;;768;  57 STREET;;BROOKLYN
1270017;YANG, YE BIN;ORCHID LAUNDROMAT;267-11;HILLSIDE AVENUE;;QUEENS
1270690;JGJC CORP;BOULEVARD LAUNDRY;17/Aug;COLLEGE POINT BOULEVARD;;QUEENS
1271551;YOUR HOUSE LAUNDROMAT INC.;;833;SHERIDAN AVENUE;STORE #2;BRONX
1271846;NYCE DRY CLEANERS, INC.;;2148;RALPH AVENUE;;BROOKLYN
1271944;L&P LAUNDRY, INC;;1254;SOUTHERN BOULEVARD;;BRONX
1271954;FOREST AVE LAUNDROMAT INC.;COOL CYCLE LAUNDRY;352;FOREST AVENUE;;STATEN ISLAND
1272989;Y L TOP LAUNDROMAT, INC.;;55-48;METROPOLITAN AVENUE;;RIDGEWOOD
1273396;HSCS CORP;VANITY FAIR CLEANER;376;   3 AVENUE;;NEW YORK
1274069;B & W LAUNDRY, INC;;302;WILLIS AVENUE;STORE# 2;BRONX
1274080;ROARY LAUNDROMAT INC;;4710;CLARENDON ROAD;;BROOKLYN
1274176;PAZ, DENIS;PROGRESO LAUNDROMAT;4112;  14 AVENUE;;BROOKLYN
1274189;YEE'S CLEANERS GROUP, INC;LITTLE G LAUNDROMAT;194;   1 AVENUE;;NEW YORK
1274269;D & C LAUNDROMAT LLC;;2304;SEDGWICK AVENUE;;BRONX
1274742;FORBELL STREET LAUNDROMAT, CORP;;94-01;FORBELL STREET;;OZONE PARK
1275038;LETICIA LAUNDROMAT INC.;;1136;EAST TREMONT AVENUE;;BRONX
1275411;A & G SYNDICATE, INC;;110-09; 101 AVENUE;;RICHMOND HILL
1275453;E-WASH INC.;;30;CORNELIA STREET;;NEW YORK
1275624;M.Y. COIN LAUNDROMAT INC.;;2115;WASHINGTON AVENUE;;BRONX
1275749;DONG & JING, CORP;;85-23; 126 STREET;;RICHMOND HILL
1275829;GUY R CORPORATION;SUPERCLEAN LAUNDROMAT;117-09;GUY R BREWER BOULEVARD;;JAMAICA
1277033;K&N SUPER SUDS, INC;;104-16;LIBERTY AVENUE;;OZONE PARK
1277908;PROMEX MULTISERVICES INC;CONNIE'S LAUNDROMAT;35;BEDFORD PARK BOULEVARD;;BRONX
1278303;TIP-TOP CLEANERS, INC;BARON CLEANERS;1610;GRAVESEND NECK ROAD;;BROOKLYN
1278934;C.H UNITED CENTURY CORP.;;238;EAST   24 STREET;;NEW YORK
1280355;SILVER COIN NEIGHBORHOOD LAUNDROMAT, INC;;147-01;LIBERTY AVENUE;;JAMAICA
1280633;MELROSE DRY CLEANING & LAUNDROMAT INC;;238;MELROSE STREET;;BROOKLYN
1280778;LKK BRIGHTNESS LAUNDRY CORP.;;129;AVENUE S;;BROOKLYN
1282174;NEW M & K LAUNDROMAT INC;;1797;MONTGOMERY AVENUE;;BRONX
1286107;THANK YOU & GOOD LUCK CORP;;2234;   1 AVENUE;;NEW YORK
1289915;WASH RITE SUPER LAUNDRY, INC.;;537;NORTH CONDUIT AVENUE;;BROOKLYN
1292062;BLUE SKY LAUNDROMAT, INC;;758;EAST  233 STREET;;BRONX
1293402;FLATLANDS LAUNDROMAT LLC;;7718;FLATLANDS AVENUE;;BROOKLYN
1294449;CBX LAUNDROMAT INC;;65-43;  99 STREET;;REGO PARK
1297692;233RD MERRICK LAUNDRY INC.;;233-02;MERRICK BOULEVARD;;LAURELTON
1298945;BTS LAUNDROMAT INC;KRYSTAL CLEAN LAUNDROMAT;63-16;FLUSHING AVENUE;;QUEENS
1303431;LNZ LAUNDROMAT INC;;145-07;JAMAICA AVENUE;;JAMAICA
1304275;ELIOT COMMUNITY LAUNDROMAT LTD;;60-05;ELIOT AVENUE;;MASPETH
1305325;SACK A SUDS II INC;;1443;CROSBY AVENUE;;BRONX
1306063;BNI EXPRESS INC;;711;FRANKLIN AVENUE;;BROOKLYN
1307349;99 JANE LAUNDROMAT CORP;JANE LAUNDROMAT;50;8TH AVENUE;;NEW YORK
1257503;LAUNDRY CITY-UTICA AVENUE, LLC;;155;UTICA AVENUE;;BROOKLYN
1259271;CHAN'S LAUNDROMAT, INC.;;1655;NOSTRAND AVENUE;;BROOKLYN
1263832;UNITED LAUNDROMAT 3, INC;;72-63;KISSENA BOULEVARD;;QUEENS
1267251;H & J LAUNDRY, INC.;ASIA LAUNDRY;1415;   2 AVENUE;;NEW YORK
1267927;335 GRAND COMMUNITY LAUNDROMAT, INC.;;335;GRAND STREET;;BROOKLYN
1268814;NORMAN AVENUE LAUNDERETTE INC;;84;NORMAN AVENUE;;BROOKLYN
1270265;C & Y LAUNDROMAT LLC;;101-07;MARTENSE AVENUE;;QUEENS
1271904;JIE'S LAUNDROMAT INC;SNOW WHITE LAUNDROMAT;20-01;UTOPIA PARKWAY;;WHITESTONE
1272947;GUILIANA CARLOTA CORPORATION;;61-20;LAUREL HILL BOULEVARD;;WOODSIDE
1274416;MAX J. CLEANERS, INC;;503;EAST   73 STREET;;NEW YORK
1274499;THE GOOD CLEAN LAUNDROMAT INC.;;500;WEST  188 STREET;;NEW YORK
1274878;SAM'S RIVERDALE CLEANERS, INC.;;5691;RIVERDALE AVENUE;;BRONX
1274966;57TH STREET LAUNDROMAT INC.;N/A;5706;NEW UTRECHT AVENUE;;BROOKLYN
1275084;JYH PROMISE, INC.;CLEAN CITY LAUNDROMAT;2811;BOSTON ROAD;;BRONX
1275128;Q Z LAUNDROMAT, INC.;CYPRESS LAUNDROMAT;215B;CYPRESS AVENUE;;RIDGEWOOD
1275174;HAQUE, MOHAMMAD Z.;CHEM-1 ENTERPRISES OF NY;147-15B;  45 AVENUE;;FLUSHING
1275212;KCS CRYSTAL INC.;FANCY 93 CLEANERS;2264;1 AVENUE;;NEW YORK
1276633;SUN-PARK LAUNDROMAT INC;;46;MULBERRY STREET;;NEW YORK
1276954;PARK SLOPE LAUNDRY CORP;;512;   4 AVENUE;;BROOKLYN
1277177;BAJ LAUNDROMAT INC;;86-10;ROOSEVELT AVENUE;;QUEENS
1278522;FAITH LAUNDROMAT INC.;SUPER CLEAN LAUNDROMAT;2948;AVENUE X;;BROOKLYN
1281604;CLEAN RITE CENTERS-434 PORT RICHMOND AVENUE, LLC.;;434-438;PORT RICHMOND AVENUE;A/K/A 438 RICHMOND AVENUE;STATEN ISLAND
1282008;METROPOLITAN LAUNDROMAT & WASH INC.;;134-50;GUY R BREWER BOULEVARD;;QUEENS
1282023;WAVE WIZARD LLC;;1994;WEST    6 STREET;;BROOKLYN
1283045;WAN LONG INC.;;2537;CROPSEY AVENUE;2537-2539;BROOKLYN
1283222;NYC FAMILY LAUNDROMAT INC.;;110;SHERMAN AVENUE;;NEW YORK
1286640;GOLDEN LAUNDROMAT CORP;;1615;DR MARTIN LUTHER KING BLVD;;BRONX
1286998;SOUTH SHORE LAUNDROMAT INC.;;30;SNEDEN AVENUE;;STATEN ISLAND
1287316;EIVINLI INC.;5 STAR LAUNDROMAT;1450;HYLAN BOULEVARD;;STATEN ISLAND
1290245;THE GOOD NEIGHBOR SUPER LAUNDROMAT INC.;;980;E 233RD ST;;BRONX
1292209;KOO, HARRY YUNG JIN;SUN LAUNDROMAT;77-04;WOODSIDE AVENUE;;QUEENS
1292590;BLUE BIRD LAUNDROMAT INC.;;125-13; 111 AVENUE;;SOUTH OZONE PK
1295736;SLOPE LAUNDROMAT INC;;54;   5 AVENUE;;BROOKLYN
1300113;ESTRELLA BLANCA, LLC;LA BLANQUITA LAUNDROMAT;226;KNICKERBOCKER AVENUE;;BROOKLYN
1301344;BASKET CASE LAUNDRY CORP.;YELLOSTONE WASH;66-79;SELFRIDGE STREET;;FOREST HILLS
1304182;AVENUE U LAUNDRY INC.;;2606;AVENUE U;;BROOKLYN
1305393;358 6TH AVE LAUNDRY CORP;;358;   6 AVENUE;;BROOKLYN
1306386;NEW CLEAR CLEAN LAUNDROMAT INC;;4822;   6 AVENUE;;BROOKLYN
1306733;HUANG, HUA;MAY FAIR LAUNDROMAT;722;BURKE AVENUE;;BRONX
1307063;THAI SELECT, INC;;3201;CHURCH AVENUE;;BROOKLYN
1308914;STAR STAR LAUNDROMAT INC;;5217;   4 AVENUE;;BROOKLYN
1311955;CHENG, MARGARITA;LA CHINITA LAUNDROMAT;445;BAY RIDGE AVENUE;;BROOKLYN
1318005;GUO, ZHEN HUA;JFK LAUNDROMAT;146-07;ROCKAWAY BOULEVARD;;JAMAICA
1320936;BIN'S CLEAN LAUNDROMAT LLC;;3126;AVENUE U;;BROOKLYN
1323178;548 LEFFERTS LLC;FAYE'S LAUNDRY CENTER;548;LEFFERTS AVENUE;;BROOKLYN
1325881;3916 LUCKY LAUNDROMAT INC.;;3916;FT HAMILTON PARKWAY;;BROOKLYN
1327657;KIM N.Y. INC;;325;   1 AVENUE;;NEW YORK
1327859;YUN, YONG TAE;YUN'S LAUNDROMAT;1853;ARCHER STREET;;BRONX
1331951;RED FLOWER LAUNDROMAT INC;;385;BAY STREET;;STATEN ISLAND
1332213;BONILLA BROS LAUNDRY CORP;;664;GRAND STREET;;BROOKLYN
1332227;EGQ LAUNDROMAT INC.;;87-01;  91 AVENUE;;WOODHAVEN
1332539;LI'S LIBERTY INC;;735;LIBERTY AVENUE;;BROOKLYN
1333490;MULAN INC;;172;EAST   89 STREET;;NEW YORK
1000032;CLEAN RITE-EAST TREMONT LLC;;1240;EAST TREMONT AVENUE;;BRONX
1013878;C & C LAUNDROMAT INC;;47-15;FRANCIS LEWIS BOULEVARD;;QUEENS
1016174;YOO, KWANG;EARTH CLEANER;250;   8 AVENUE;;NEW YORK
1018677;YOO, BOO Y;CLASSIC CLEANER;515;CHURCH AVENUE;;BROOKLYN
1022564;GRACE DRY CLEAN & LAUNDROMAT INC;;1953;VICTORY BOULEVARD;;STATEN ISLAND
1023897;94-15 JACKSON LAUNDRY INC;;94-15;  37 AVENUE;;JACKSON HEIGHTS
1023921;708 SPLASHING LAUNDROMAT II, INC;;708;WEST  177 STREET;;NEW YORK
1024954;JOSEPH LAUNDROMAT INC;;459;DEKALB AVENUE;;BROOKLYN
1025537;CAMPBELL, KASSANDRA M.;T.K. LAUNDROMAT;322;SARATOGA AVENUE;;BROOKLYN
1025582;BIG V CLEANERS CORP;BONNIE BRITE CLEANERS;29-19;FRANCIS LEWIS BOULEVARD;;QUEENS
1026229;KIM, SOON H;KIM PREMIER CLEANER'S;1028;   2 AVENUE;;NEW YORK
1030646;COINDET, RAMON F.;99TH STREET LAUNDROMAT;41-03;  99 STREET;;CORONA
1035370;THE SOAP FACTORY INC;;6624;AVENUE U;;BROOKLYN
1061257;168 CLEANING & LAUNDROMAT INC;;558;VANDERBILT AVENUE;;BROOKLYN
1069811;OZONE SUNSHINE LAUNDROMAT INC;;75-03; 101 AVENUE;;OZONE PARK
1070092;BABY GIRLS BUBBLES & CLEANERS INC;;2212-2214;FREDERICK DOUGLAS BLVD;;NEW YORK
1086688;WHITE STAR LAUNDROMAT INC;;4434;AMBOY ROAD;;STATEN ISLAND
1096466;CLEAN CORONA LAUNDROMAT INC;;94-56;CORONA AVENUE;;ELMHURST
1097922;DJOMA LAUNDROMAT CORP;;234;ROGERS AVENUE;;BROOKLYN
1099464;ST. NICHOLAS LAUNDROMAT, INC.;;1051;ST NICHOLAS AVENUE;;NEW YORK
1099675;ZHENG, MEI YING;SUN KWONG LAUNDROMAT;251;BROOME STREET;;NEW YORK
1100464;MESIAS, ROSA;CHABELITA LAUNDROMAT;79-18;JAMAICA AVENUE;;WOODHAVEN
1101011;NEW WESTSIDE CLEANER, INC;;224;WEST   82 STREET;;NEW YORK
1102224;CHAN, SAU MAY;SMITH LUCKY MAY;313;SMITH STREET;;BROOKLYN
1102653;G & M LAUNDERAMA INC.;;336;EAST   13 STREET;;NEW YORK
1117071;V R M CORP;;94-10;  80 STREET;;OZONE PARK
1117745;J D LAUNDROMAT INC.;;65-49;MYRTLE AVENUE;;GLENDALE
1117767;TIAN TIAN LAUNDROMAT, INC.;;137;ALLEN STREET;;NEW YORK
1125608;K B LAUNDROMAT INC;;3079;BRIGHTON   14 STREET;;BROOKLYN
1127481;DUMAGUALA, MANUEL I;R & R LAUDROMAT;445;BLEECKER STREET;;BROOKLYN
1130519;CHOI, KYUNG S;WOODROW LAUNDROMAT;655-231;ROSSVILLE AVENUE;;STATEN ISLAND
1132359;CHI, DE MING;MANHATTAN'S BEST LAUNDROMAT;60;EAST   97 STREET;;NEW YORK
1133540;RIVER BANK LAUNDROMAT INC.;;6906;  15 AVENUE;;BROOKLYN
1135231;PAK, SAM KYU;S.J. LAUNDROMAT;3985-3989;WHITE PLAINS ROAD;;BRONX
1136222;H.M.Y. CORP;;84-14;JAMAICA AVENUE;;WOODHAVEN
1144716;ASSV ENTERPRISES INC;KEW GARDENS SUPER KING SIZE LAUNDROMAT & DRY CLEANERS;80-57;LEFFERTS BOULEVARD;;KEW GARDENS
1146843;KIM, TAESUK;BUBBLE LAUNDROMAT;400;GRAHAM AVENUE;;BROOKLYN
1149492;CHAN, MING YAU;FRESH POND LAUNDROMAT;66-29;FRESH POND ROAD;;RIDGEWOOD
1154489;BERKELY SUTTON CLEANERS CORP.;;516;EAST   20 STREET;;NEW YORK
1156044;49 SNOW WHITE LAUNDROMAT, INC;;49-02;  43 AVENUE;;SUNNYSIDE
1158068;NEW SUNRISE LAUNDROMAT INC;;9012;AVENUE B;;BROOKLYN
1158072;DEKHKANOV, NISON;DEKHKANOV'S LAUNDRY;346;EAST   21 STREET;;NEW YORK
1158151;ROOSIE LAUNDROMAT INC.;;111-08;ROOSEVELT AVENUE;;CORONA
1158861;CRYSTAL PRIDE CLEANER, INC;BETTY BRITE CLEANERS;1627;SHEEPSHEAD BAY ROAD;;BROOKLYN
1159165;14TH ST. WASH & DRY INC;;602;EAST   14 STREET;;NEW YORK
1159206;BERNARD, MICHAEL F;M & M LAUNDROMAT;778;BLAKE AVENUE;;BROOKLYN
1159441;NY LIBERTY CLEANERS INC.;;56-21;CATALPA AVENUE;;RIDGEWOOD
1160702;NEW SUNRISE LAUNDROMAT II, INC;;9214;AVENUE L;;BROOKLYN
1160809;HOYAA LAUNDRY INC;;73;WEST   83 STREET;;NEW YORK
1167765;A & Z BUSINESS CORP.;;180;EAST  156 STREET;;BRONX
1173422;EGL LAUNDROMAT LLC;;613;WESTCHESTER AVENUE;;BRONX
1174113;HOU, GUO F;OUR LAUNDRY;604;COURTLAND AVENUE;;BRONX
1174234;REE, JIN S;JIN SEUNG LAUNDROMAT AND CLEANERS;51-23;43 AVENUE;;WOODSIDE
1275526;FREDY SANDERS;EASY LAUNDROMAT;981;GLENMORE AVENUE;;BROOKLYN
1275553;J.J. CLEANERS & LAUNDROMAT CORP;;341;EAST    5 STREET;;NEW YORK
1277094;WASHINGTON HEIGHTS LAUNDROMAT, INC.;;2011;AMSTERDAM AVENUE;;NEW YORK
1277306;SURIEL, FRANCISCO;JASLYNN LAUNDROMAT;201-12;HOLLIS AVENUE;;ST ALBANS
1277744;RITE WASH INC.;;375;TROY AVENUE;;BROOKLYN
1278519;JIN HO YOON;B & J LAUNDROMAT CO;3475;DEKALB AVENUE;;BRONX
1279026;LORRY CORPORATION;;569;SUTTER AVENUE;;BROOKLYN
1280068;LEO LIN LAUNDROMAT INC;;159-10A;HILLSIDE AVENUE;;JAMAICA
1282003;C11 CLEANERS, INC.;;185;AVENUE C;STORE 1A & 1B;NEW YORK
1282021;M3K GROUP, LLC;SOAP SUDS AND BUBBLES LAUNDROMAT;51-11;BROADWAY;;WOODSIDE
1282157;WEST 57 CLEANERS CORP;PARC WEST VALET;356;WEST   57 STREET;;NEW YORK
1282390;2115 LAUNDROMAT CORP;;2115;AVENUE Z;;BROOKLYN
1288838;GOOD FRIEND LAUNDROMAT INC.;;970;POST AVENUE;;STATEN ISLAND
1289198;STRATFORD AVE. LAUNDROMAT, INC.;;1215;STRATFORD AVENUE;;BRONX
1298941;Z ENTERPRISE INC.;Z LAUNDROMAT;172-02;JAMAICA AVENUE;;QUEENS
1301053;NATIONAL MANAGEMENT GROUP, INC;SUPER LAUNDRY OF WATSON;1611;WATSON AVENUE;;BRONX
1301637;EZ WASH LAUNDROMAT INC;;129-12;LIBERTY AVENUE;;RICHMOND HILL
1303666;MATT F WASH AND DRY, LLC;PREMIER LAUNDRY;6027;BROADWAY;;BRONX
1304869;OH, MEE JA;HELLO LAUNDROMAT 41;136-78;  41 AVENUE;;FLUSHING
1305895;SP USA INC.;;2052;MCGRAW AVENUE;;BRONX
1307410;R & W LAUNDROMAT INC;;991;CLARKSON AVENUE;;BROOKLYN
1307661;XIA'S LAUNDROMAT, INC;;245;FRANKLIN AVENUE;;BROOKLYN
1307700;LAUNDRY STOP ON COOPER INC.;;909;KNICKERBOCKER AVENUE;;BROOKLYN
1308720;PARK'S WASH TOWN, INC.;;3870;WHITE PLAINS ROAD;;BRONX
1309323;NEW R & D LAUNDRY CORP;;125-06;ROCKAWAY BOULEVARD;;S. OZONE PARK
1309894;4-SUDS LAUNDRY LLC.;;122-10;  14 AVENUE;;COLLEGE POINT
1310336;BEPOT LAUNDROMAT, INC;;6724;  11 AVENUE;;BROOKLYN
1310775;TENCHODO MANAGEMENT CORP.;TENCHODO LAUNDROMAT;33-33;CRESCENT STREET;;QUEENS
1311487;NEW YORK RELIABLE LAUNDRY & CLEANERS INC;;47;CLINTON STREET;;NEW YORK
1312645;NELIA Y. LUGO;NELIA LAUNDROMAT;131;EAST  169 STREET;;BRONX
1313716;BIG JS, INC.;HEAVENLY ANGELS;762;MORRIS PARK AVENUE;;BRONX
1314373;1950 LAUNDROMAT INC.;;1950;FULTON STREET;;BROOKLYN
1314899;301 LAUNDROMAT INC.;;55-03;  69 STREET;;MASPETH
1317571;SUNNY'S LAUNDROMAT NY CORP;;123;   3 AVENUE;;BROOKLYN
1317727;KING LAUNDROMAT MANAGEMENT LLC;;370;LENOX AVENUE;;NEW YORK
1319545;WAY CLEANER INC.;ROCK A WASH;864;ROCKAWAY AVE;;BROOKLYN
1320368;DND NATION LLC;ROCK-A-MAT LAUNDRY;71-30;BEACH CHANNEL DRIVE;;ARVERNE
1324360;32-01 JUNCTION INC;;32-01;JUNCTION BOULEVARD;;EAST ELMHURST
1324510;LAUNDRY EXPRESS CENTER INC;;1360;FOREST AVENUE;;STATEN ISLAND
1327823;JIANG, MEI ZHEN;EL APPLE LAUNDRY;409;7TH AVENUE;;BROOKLYN
1328103;XIAODAN, ZHANG & XIAO, BING WANG;LUCKY MAMA LAUNDROMAT;45-10;  30 AVENUE;;LONG ISLND CITY
1329224;GRANDMA LAUNDRY CORNER INC;;895;FRANKLIN AVENUE;;BROOKLYN
1330422;CLEAN ACT, INC;;4126;BROADWAY;;NEW YORK
1332573;F.M.H. LAUNDROMAT, INC.;;681;EAST TREMONT AVENUE;;BRONX
1332625;BUSINESS AT1230 OGDEN INC;;1230;OGDEN AVENUE;;BRONX
1335642;NEW CLEAN CITY, INC.;;2200;GRAND CONCOURSE;;BRONX
1335938;PARSONS LAUNDROMAT & WASH INC;;79-09;PARSONS BOULEVARD;;FRESH MEADOWS
1336140;SUPER CLEAN LAUNDROMAT V INC.;;25-15;SEAGIRT BOULEVARD;;FAR ROCKAWAY
1337070;GREAT WALL LAUNDROMAT INC;;44-18;  48 AVENUE;;WOODSIDE
1337186;ESTHER'S CLEANERS INC.;;80-10;SURREY PLACE;;QUEENS
1339257;WAI LAUNDRY CORP;;2189;CLARENDON ROAD;;BROOKLYN
1339363;A-TO-Z LAUNDROMAT INC.;;195;VICTORY BOULEVARD;;STATEN ISLAND
1339911;NEW SAI SAI LAUNDROMAT INC;;8914;  63 DRIVE;;REGO PARK
1274612;R & S LAUNDROMAT & DRY CLEAN, INC;;94-20;LINDEN BOULEVARD;;OZONE PARK
1274791;MACY'S LAUNDROMAT, INC.;;1862;GREENE AVENUE;;RIDGEWOOD
1274892;DOUBLE APPLE CLEANING CORP.;BIG APPLE LAUNDRY DEPOT;1417;NEWKIRK AVENUE;;BROOKLYN
1274956;EZ LAUNDRY OF PARK SLOPE INC;;530;   4 AVENUE;;BROOKLYN
1275047;FOREST WASHERS NY, INC.;;1648;FOREST AVENUE;;STATEN ISLAND
1275075;LUCKY STAR B INC;;2703;SEDGWICK AVENUE;;BRONX
1275158;L & W GOLDEN LAUNDROMAT INC;;180-05;LINDEN BOULEVARD;;ST. ALBANS
1275854;4112 TAPAN LAUNDROMAT CORP;;41-12;JUNCTION BOULEVARD;;QUEENS
1276664;AQUACLEAR, INC.;;46-14;SKILLMAN AVENUE;;SUNNYSIDE
1276905;LIN'S LAUNDROMAT & DRY CLEANING, INC.;;1206;AVENUE Z;;BROOKLYN
1278393;BENEVOLENCE CORP;;1725;NOSTRAND AVENUE;;BROOKLYN
1282545;4605 LAUNDROMAT CORP.;;46-05;BROADWAY;;ASTORIA
1283051;LUCKY LAUNDROMAT, INC;;11;LINDEN BOULEVARD;;BROOKLYN
1283102;18 LAUNDROMAT, INC;;47-18;BROADWAY;;ASTORIA
1286808;ALEX'S 238TH LAUNDROMAT, INC;;448;WEST  238 STREET;;BRONX
1288272;CHEN, LIN FANG;FANG LAUNDROMAT;6821;  20 AVENUE;;BROOKLYN
1291392;Z & U LAUNDROMAT INC.;;145-50;ROCKAWAY BOULEVARD;;JAMAICA
1298388;CRYSTAL SHIRTS SERVICE CORP.;SILVER WORLD SHIRTS SERVICE CO;43-23;  36 STREET;;LONG ISLND CITY
1298781;LI'S TRADING COMPANY, LLC;LI'S GOOD NEIGHBOR LAUNDROMAT & DRYCLEANER;160-26;WILLETS POINT BOULEVARD;;WHITWSTONE
1299727;DFH LAUNDROMAT INC;;2141;   2 AVENUE;;NEW YORK
1302195;CLEAN 88 INC.;;7107;NEW UTRECHT AVENUE;;BROOKLYN
1302324;GUANG XIU LAUNDROMAT INC.;;224-02;BRADDOCK AVENUE;;QUEENS VILLAGE
1303087;2286 D&D LAUNDROMAT CORPORATION;;2286;DAVIDSON AVENUE;;BRONX
1303529;YU, TONG;JIN BAO LAUNDROMAT;777;NEW LOTS AVENUE;1 FL.;BROOKLYN
1305216;YONG MEI LAUNDROMAT INC;;65-18;ROOSEVELT AVENUE;;WOODSIDE
1306608;MR. LONG'S LAUNDROMAT INCORPORATED;;78-33;SPRINGFIELD BOULEVARD;;QUEENS
1307411;KING 55 LANDROMAT INC;;55-14; 103 STREET;;CORONA
1308302;CLEAN RITE CENTERS-1479 BEACH CHANNEL, LLC.;;1479;BEACH CHANNEL DRIVE;;FAR ROCKAWAY
1308322;L & Z LAUNDROMAT, INC;;470;   4 AVENUE;;BROOKLYN
1309182;AI JIE LAUNDROMAT, INC;;8412;FLATLANDS AVENUE;;BROOKLYN
1310114;LC LAUNDROMAT INC;;18;EAST   30 STREET;;NEW YORK
1310453;SUNNY LAUNDROMAT, INC.;;399;UTICA AVENUE;;BROOKLYN
1313567;NEW AGE LAUNDROMAT & CLEANER, INC.;;27-09;  24 AVENUE;;QUEENS
1314106;NEW YORK RELIABLE LAUNDRY & CLEANERS INC.;;506;EAST   82 STREET;;NEW YORK
1315969;TIAN CI LAUNDROMAT, NC;;88-25;  37 AVENUE;;JACKSON HTS
1317054;KE, SHENG FENG;CRYSTAL LAUNDROMAT;1360;ROCKAWAY PARKWAY;;BROOKLYN
